ad_id,brand,product_id,timestamp,impressions,clicks
AD1390,Brand C,P002,2023-09-16 13:09:00,3520,175
AD1391,Brand A,P002,2023-09-16 13:10:00,2919,255
AD1392,Brand A,P004,2023-09-16 13:11:00,4162,289
AD1393,Brand C,P003,2023-09-16 13:12:00,4049,259
AD1394,Brand B,P002,2023-09-16 13:13:00,3484,273
AD1395,Brand B,P001,2023-09-16 13:14:00,1550,205
AD1396,Brand B,P002,2023-09-16 13:15:00,1406,219
AD1397,Brand A,P002,2023-09-16 13:16:00,2422,88
AD1398,Brand B,P004,2023-09-16 13:17:00,2831,119
AD1399,Brand A,P001,2023-09-16 13:18:00,3464,96
AD1400,Brand A,P004,2023-09-16 13:19:00,2476,249
AD1401,Brand A,P002,2023-09-16 13:20:00,4918,194
AD1402,Brand B,P004,2023-09-16 13:21:00,4909,111
AD1403,Brand A,P004,2023-09-16 13:22:00,4319,220
AD1404,Brand B,P004,2023-09-16 13:23:00,2008,237
AD1405,Brand B,P003,2023-09-16 13:24:00,1069,219
AD1406,Brand C,P002,2023-09-16 13:25:00,2903,225
AD1407,Brand B,P004,2023-09-16 13:26:00,3881,268
AD1408,Brand B,P004,2023-09-16 13:27:00,3151,148
AD1409,Brand B,P001,2023-09-16 13:28:00,2047,204
AD1410,Brand C,P002,2023-09-16 13:29:00,4571,141
AD1411,Brand B,P002,2023-09-16 13:30:00,2984,146
AD1412,Brand C,P003,2023-09-16 13:31:00,2759,157
AD1413,Brand C,P001,2023-09-16 13:32:00,3987,120
AD1414,Brand B,P002,2023-09-16 13:33:00,3216,152
AD1415,Brand C,P001,2023-09-16 13:34:00,1637,103
AD1416,Brand B,P004,2023-09-16 13:35:00,4243,197
AD1417,Brand C,P002,2023-09-16 13:36:00,4634,197
AD1418,Brand A,P004,2023-09-16 13:37:00,2897,242
AD1419,Brand A,P004,2023-09-16 13:38:00,1318,64
AD1420,Brand C,P001,2023-09-16 13:39:00,4071,130
AD1421,Brand B,P002,2023-09-16 13:40:00,3444,119
AD1422,Brand A,P001,2023-09-16 13:41:00,4421,92
AD1423,Brand C,P002,2023-09-16 13:42:00,4782,254
AD1424,Brand C,P002,2023-09-16 13:43:00,2891,161
AD1425,Brand A,P003,2023-09-16 13:44:00,2675,244
AD1426,Brand C,P003,2023-09-16 13:45:00,3198,212
AD1427,Brand B,P003,2023-09-16 13:46:00,3403,162
AD1428,Brand C,P003,2023-09-16 13:47:00,2707,203
AD1429,Brand A,P004,2023-09-16 13:48:00,2467,181
AD1430,Brand C,P002,2023-09-16 13:49:00,4337,159
AD1431,Brand C,P004,2023-09-16 13:50:00,2370,246
AD1432,Brand C,P004,2023-09-16 13:51:00,4370,173
AD1433,Brand A,P002,2023-09-16 13:52:00,3622,285
AD1434,Brand C,P001,2023-09-16 13:53:00,2908,180
AD1435,Brand C,P004,2023-09-16 13:54:00,2745,272
AD1436,Brand A,P004,2023-09-16 13:55:00,4123,116
AD1437,Brand A,P002,2023-09-16 13:56:00,2748,218
AD1438,Brand C,P001,2023-09-16 13:57:00,3821,55
AD1439,Brand A,P004,2023-09-16 13:58:00,4425,194
AD1440,Brand B,P004,2023-09-16 13:59:00,2147,157
AD1441,Brand C,P004,2023-09-16 14:00:00,1310,209
AD1442,Brand A,P001,2023-09-16 14:01:00,3827,98
AD1443,Brand C,P002,2023-09-16 14:02:00,4398,275
AD1444,Brand A,P002,2023-09-16 14:03:00,1384,102
AD1445,Brand B,P002,2023-09-16 14:04:00,1068,164
AD1446,Brand B,P001,2023-09-16 14:05:00,4196,78
AD1447,Brand B,P004,2023-09-16 14:06:00,1753,144
AD1448,Brand C,P002,2023-09-16 14:07:00,4392,96
AD1449,Brand C,P003,2023-09-16 14:08:00,4100,179
AD1450,Brand B,P001,2023-09-16 14:09:00,3745,237
AD1451,Brand B,P003,2023-09-16 14:10:00,2418,91
AD1452,Brand B,P002,2023-09-16 14:11:00,1268,260
AD1453,Brand B,P002,2023-09-16 14:12:00,1798,54
AD1454,Brand A,P001,2023-09-16 14:13:00,1838,263
AD1455,Brand A,P002,2023-09-16 14:14:00,4651,162
AD1456,Brand C,P003,2023-09-16 14:15:00,1613,119
AD1457,Brand A,P003,2023-09-16 14:16:00,1025,81
AD1458,Brand B,P002,2023-09-16 14:17:00,4017,104
AD1459,Brand C,P003,2023-09-16 14:18:00,4279,174
AD1460,Brand B,P004,2023-09-16 14:19:00,1669,214
AD1461,Brand A,P002,2023-09-16 14:20:00,4174,102
AD1462,Brand A,P002,2023-09-16 14:21:00,1588,132
AD1463,Brand A,P003,2023-09-16 14:22:00,1955,54
AD1464,Brand B,P002,2023-09-16 14:23:00,2717,199
AD1465,Brand A,P004,2023-09-16 14:24:00,2595,285
AD1466,Brand C,P003,2023-09-16 14:25:00,3819,238
AD1467,Brand A,P001,2023-09-16 14:26:00,1962,68
AD1468,Brand B,P002,2023-09-16 14:27:00,2573,114
AD1469,Brand A,P004,2023-09-16 14:28:00,4440,217
AD1470,Brand C,P002,2023-09-16 14:29:00,1339,107
AD1471,Brand C,P001,2023-09-16 14:30:00,1079,238
AD1472,Brand C,P003,2023-09-16 14:31:00,4130,270
AD1473,Brand A,P002,2023-09-16 14:32:00,3422,71
AD1474,Brand A,P001,2023-09-16 14:33:00,4710,69
AD1475,Brand A,P003,2023-09-16 14:34:00,3469,232
AD1476,Brand A,P003,2023-09-16 14:35:00,2896,242
AD1477,Brand B,P003,2023-09-16 14:36:00,1265,120
AD1478,Brand B,P001,2023-09-16 14:37:00,4120,73
AD1479,Brand A,P004,2023-09-16 14:38:00,1970,275
AD1480,Brand B,P002,2023-09-16 14:39:00,1785,227
AD1481,Brand B,P004,2023-09-16 14:40:00,4505,113
AD1482,Brand C,P002,2023-09-16 14:41:00,4725,85
AD1483,Brand C,P002,2023-09-16 14:42:00,3746,92
AD1484,Brand C,P002,2023-09-16 14:43:00,4324,165
AD1485,Brand B,P001,2023-09-16 14:44:00,2315,85
AD1486,Brand B,P001,2023-09-16 14:45:00,4256,221
AD1487,Brand A,P002,2023-09-16 14:46:00,2666,227
AD1488,Brand C,P004,2023-09-16 14:47:00,3312,131
AD1489,Brand B,P004,2023-09-16 14:48:00,1676,134
AD1490,Brand C,P004,2023-09-16 14:49:00,4634,251
AD1491,Brand B,P004,2023-09-16 14:50:00,2675,78
AD1492,Brand A,P004,2023-09-16 14:51:00,1537,170
AD1493,Brand B,P004,2023-09-16 14:52:00,2487,151
AD1494,Brand B,P003,2023-09-16 14:53:00,1851,86
AD1495,Brand C,P002,2023-09-16 14:54:00,1246,102
AD1496,Brand A,P002,2023-09-16 14:55:00,2632,180
AD1497,Brand B,P004,2023-09-16 14:56:00,3434,253
AD1498,Brand B,P004,2023-09-16 14:57:00,3901,168
AD1499,Brand A,P003,2023-09-16 14:58:00,1058,238
AD1500,Brand B,P003,2023-09-16 14:59:00,1287,282
AD1501,Brand B,P003,2023-09-16 15:00:00,4783,258
AD1502,Brand C,P003,2023-09-16 15:01:00,1378,182
AD1503,Brand B,P003,2023-09-16 15:02:00,2134,174
AD1504,Brand B,P001,2023-09-16 15:03:00,2004,85
AD1505,Brand A,P003,2023-09-16 15:04:00,3185,76
AD1506,Brand C,P002,2023-09-16 15:05:00,1874,217
AD1507,Brand C,P004,2023-09-16 15:06:00,1713,67
AD1508,Brand C,P003,2023-09-16 15:07:00,1039,107
AD1509,Brand A,P001,2023-09-16 15:08:00,2835,215
AD1510,Brand A,P004,2023-09-16 15:09:00,2054,249
AD1511,Brand B,P001,2023-09-16 15:10:00,3577,151
AD1512,Brand B,P003,2023-09-16 15:11:00,1461,281
AD1513,Brand C,P002,2023-09-16 15:12:00,3909,264
AD1514,Brand A,P003,2023-09-16 15:13:00,4926,252
AD1515,Brand A,P002,2023-09-16 15:14:00,4777,280
AD1516,Brand A,P003,2023-09-16 15:15:00,2931,62
AD1517,Brand C,P004,2023-09-16 15:16:00,1281,221
AD1518,Brand A,P001,2023-09-16 15:17:00,1173,86
AD1519,Brand A,P001,2023-09-16 15:18:00,3316,215
AD1520,Brand C,P003,2023-09-16 15:19:00,1882,198
AD1521,Brand B,P003,2023-09-16 15:20:00,4963,173
AD1522,Brand A,P002,2023-09-16 15:21:00,4962,238
AD1523,Brand B,P004,2023-09-16 15:22:00,3984,140
AD1524,Brand A,P003,2023-09-16 15:23:00,2673,228
AD1525,Brand C,P002,2023-09-16 15:24:00,1497,211
AD1526,Brand A,P003,2023-09-16 15:25:00,2480,172
AD1527,Brand C,P003,2023-09-16 15:26:00,3354,65
AD1528,Brand B,P004,2023-09-16 15:27:00,2983,184
AD1529,Brand B,P003,2023-09-16 15:28:00,2226,95
AD1530,Brand C,P004,2023-09-16 15:29:00,1657,220
AD1531,Brand A,P001,2023-09-16 15:30:00,1316,157
AD1532,Brand C,P003,2023-09-16 15:31:00,4057,144
AD1533,Brand C,P002,2023-09-16 15:32:00,3378,197
AD1534,Brand A,P003,2023-09-16 15:33:00,1709,176
AD1535,Brand B,P003,2023-09-16 15:34:00,3104,189
AD1536,Brand C,P002,2023-09-16 15:35:00,4130,237
AD1537,Brand C,P003,2023-09-16 15:36:00,3765,263
AD1538,Brand C,P002,2023-09-16 15:37:00,2818,237
AD1539,Brand C,P001,2023-09-16 15:38:00,1069,110
AD1540,Brand B,P001,2023-09-16 15:39:00,4421,122
AD1541,Brand B,P004,2023-09-16 15:40:00,2366,259
AD1542,Brand C,P002,2023-09-16 15:41:00,4180,208
AD1543,Brand A,P003,2023-09-16 15:42:00,2261,246
AD1544,Brand B,P004,2023-09-16 15:43:00,3553,285
AD1545,Brand B,P003,2023-09-16 15:44:00,2331,209
AD1546,Brand C,P001,2023-09-16 15:45:00,3875,187
AD1547,Brand A,P001,2023-09-16 15:46:00,1204,254
AD1548,Brand C,P001,2023-09-16 15:47:00,1487,253
AD1549,Brand B,P003,2023-09-16 15:48:00,1852,80
AD1550,Brand C,P004,2023-09-16 15:49:00,3657,186
AD1551,Brand C,P001,2023-09-16 15:50:00,4089,56
AD1552,Brand C,P003,2023-09-16 15:51:00,2404,118
AD1553,Brand A,P004,2023-09-16 15:52:00,2598,289
AD1554,Brand C,P003,2023-09-16 15:53:00,3131,53
AD1555,Brand A,P002,2023-09-16 15:54:00,1364,125
AD1556,Brand B,P003,2023-09-16 15:55:00,1350,56
AD1557,Brand B,P003,2023-09-16 15:56:00,1900,120
AD1558,Brand A,P004,2023-09-16 15:57:00,1397,73
AD1559,Brand C,P004,2023-09-16 15:58:00,3847,194
AD1560,Brand B,P002,2023-09-16 15:59:00,3733,146
AD1561,Brand C,P002,2023-09-16 16:00:00,4531,214
AD1562,Brand C,P002,2023-09-16 16:01:00,2570,185
AD1563,Brand A,P004,2023-09-16 16:02:00,4514,295
AD1564,Brand C,P001,2023-09-16 16:03:00,4129,282
AD1565,Brand A,P003,2023-09-16 16:04:00,1794,261
AD1566,Brand B,P004,2023-09-16 16:05:00,1782,263
AD1567,Brand B,P003,2023-09-16 16:06:00,2144,285
AD1568,Brand A,P002,2023-09-16 16:07:00,3099,272
AD1569,Brand A,P002,2023-09-16 16:08:00,4649,293
AD1570,Brand B,P001,2023-09-16 16:09:00,4242,69
AD1571,Brand B,P002,2023-09-16 16:10:00,1513,103
AD1572,Brand C,P004,2023-09-16 16:11:00,1503,121
AD1573,Brand B,P003,2023-09-16 16:12:00,4871,91
AD1574,Brand B,P004,2023-09-16 16:13:00,2280,141
AD1575,Brand C,P002,2023-09-16 16:14:00,1438,184
AD1576,Brand C,P003,2023-09-16 16:15:00,4812,254
AD1577,Brand A,P003,2023-09-16 16:16:00,2000,139
AD1578,Brand A,P001,2023-09-16 16:17:00,1676,223
AD1579,Brand A,P004,2023-09-16 16:18:00,1084,73
AD1580,Brand B,P004,2023-09-16 16:19:00,2245,98
AD1581,Brand A,P003,2023-09-16 16:20:00,3492,270
AD1582,Brand C,P004,2023-09-16 16:21:00,1029,266
AD1583,Brand A,P002,2023-09-16 16:22:00,2824,85
AD1584,Brand A,P002,2023-09-16 16:23:00,1135,93
AD1585,Brand A,P001,2023-09-16 16:24:00,4766,126
AD1586,Brand C,P003,2023-09-16 16:25:00,4667,244
AD1587,Brand A,P003,2023-09-16 16:26:00,2825,287
AD1588,Brand B,P001,2023-09-16 16:27:00,1396,182
AD1589,Brand B,P001,2023-09-16 16:28:00,4129,223
AD1590,Brand B,P001,2023-09-16 16:29:00,2781,181
AD1591,Brand A,P002,2023-09-16 16:30:00,1243,153
AD1592,Brand A,P001,2023-09-16 16:31:00,1486,160
AD1593,Brand B,P004,2023-09-16 16:32:00,4943,293
AD1594,Brand A,P004,2023-09-16 16:33:00,3748,185
AD1595,Brand B,P001,2023-09-16 16:34:00,1122,101
AD1596,Brand B,P002,2023-09-16 16:35:00,4748,174
AD1597,Brand B,P003,2023-09-16 16:36:00,3128,209
AD1598,Brand B,P004,2023-09-16 16:37:00,1452,167
AD1599,Brand C,P004,2023-09-16 16:38:00,3301,204
AD1600,Brand B,P001,2023-09-16 16:39:00,1699,211
AD1601,Brand B,P004,2023-09-16 16:40:00,3274,96
AD1602,Brand A,P002,2023-09-16 16:41:00,1623,150
AD1603,Brand C,P003,2023-09-16 16:42:00,4194,295
AD1604,Brand B,P003,2023-09-16 16:43:00,2003,140
AD1605,Brand A,P004,2023-09-16 16:44:00,3647,134
AD1606,Brand A,P004,2023-09-16 16:45:00,1297,165
AD1607,Brand C,P004,2023-09-16 16:46:00,4969,282
AD1608,Brand B,P001,2023-09-16 16:47:00,1025,249
AD1609,Brand B,P002,2023-09-16 16:48:00,3004,100
AD1610,Brand A,P002,2023-09-16 16:49:00,1028,137
AD1611,Brand A,P001,2023-09-16 16:50:00,1348,199
AD1612,Brand C,P002,2023-09-16 16:51:00,2600,171
AD1613,Brand C,P003,2023-09-16 16:52:00,4487,217
AD1614,Brand A,P002,2023-09-16 16:53:00,1735,193
AD1615,Brand B,P003,2023-09-16 16:54:00,4762,93
AD1616,Brand B,P002,2023-09-16 16:55:00,1462,111
AD1617,Brand A,P003,2023-09-16 16:56:00,1588,72
AD1618,Brand C,P003,2023-09-16 16:57:00,1334,73
AD1619,Brand C,P001,2023-09-16 16:58:00,2936,295
AD1620,Brand C,P001,2023-09-16 16:59:00,4338,217
AD1621,Brand B,P001,2023-09-16 17:00:00,3627,131
AD1622,Brand B,P003,2023-09-16 17:01:00,4211,58
AD1623,Brand C,P001,2023-09-16 17:02:00,2619,235
AD1624,Brand A,P001,2023-09-16 17:03:00,1395,66
AD1625,Brand B,P003,2023-09-16 17:04:00,4445,207
AD1626,Brand B,P004,2023-09-16 17:05:00,3294,179
AD1627,Brand A,P002,2023-09-16 17:06:00,2745,107
AD1628,Brand C,P002,2023-09-16 17:07:00,1413,208
AD1629,Brand B,P002,2023-09-16 17:08:00,1869,289
AD1630,Brand B,P001,2023-09-16 17:09:00,2341,277
AD1631,Brand B,P004,2023-09-16 17:10:00,4914,264
AD1632,Brand C,P002,2023-09-16 17:11:00,3632,219
AD1633,Brand B,P002,2023-09-16 17:12:00,3890,86
AD1634,Brand B,P002,2023-09-16 17:13:00,2773,134
AD1635,Brand A,P001,2023-09-16 17:14:00,1858,199
AD1636,Brand A,P001,2023-09-16 17:15:00,1927,142
AD1637,Brand B,P004,2023-09-16 17:16:00,1180,221
AD1638,Brand C,P001,2023-09-16 17:17:00,3916,235
AD1639,Brand C,P004,2023-09-16 17:18:00,2332,203
AD1640,Brand C,P002,2023-09-16 17:19:00,4157,234
AD1641,Brand C,P004,2023-09-16 17:20:00,4742,176
AD1642,Brand A,P002,2023-09-16 17:21:00,1193,254
AD1643,Brand A,P003,2023-09-16 17:22:00,3298,190
AD1644,Brand C,P001,2023-09-16 17:23:00,1019,61
AD1645,Brand C,P004,2023-09-16 17:24:00,4137,103
AD1646,Brand B,P003,2023-09-16 17:25:00,3330,223
AD1647,Brand C,P004,2023-09-16 17:26:00,1433,183
AD1648,Brand B,P001,2023-09-16 17:27:00,1579,143
AD1649,Brand C,P004,2023-09-16 17:28:00,3152,73
AD1650,Brand B,P004,2023-09-16 17:29:00,3310,63
AD1651,Brand B,P002,2023-09-16 17:30:00,4743,50
AD1652,Brand C,P001,2023-09-16 17:31:00,1238,87
AD1653,Brand A,P003,2023-09-16 17:32:00,1620,182
AD1654,Brand B,P002,2023-09-16 17:33:00,4708,253
AD1655,Brand C,P003,2023-09-16 17:34:00,2099,151
AD1656,Brand A,P003,2023-09-16 17:35:00,1785,220
AD1657,Brand A,P003,2023-09-16 17:36:00,4561,235
AD1658,Brand C,P003,2023-09-16 17:37:00,1888,282
AD1659,Brand C,P002,2023-09-16 17:38:00,1985,244
AD1660,Brand A,P004,2023-09-16 17:39:00,3392,202
AD1661,Brand C,P001,2023-09-16 17:40:00,2573,279
AD1662,Brand C,P001,2023-09-16 17:41:00,2015,235
AD1663,Brand B,P003,2023-09-16 17:42:00,3819,203
AD1664,Brand B,P002,2023-09-16 17:43:00,3989,126
AD1665,Brand A,P003,2023-09-16 17:44:00,2028,118
AD1666,Brand A,P001,2023-09-16 17:45:00,2203,238
AD1667,Brand A,P004,2023-09-16 17:46:00,1523,288
AD1668,Brand A,P001,2023-09-16 17:47:00,1010,225
AD1669,Brand C,P003,2023-09-16 17:48:00,1530,263
AD1670,Brand B,P004,2023-09-16 17:49:00,4906,61
AD1671,Brand A,P003,2023-09-16 17:50:00,2290,227
AD1672,Brand C,P001,2023-09-16 17:51:00,4352,100
AD1673,Brand A,P001,2023-09-16 17:52:00,3418,113
AD1674,Brand A,P001,2023-09-16 17:53:00,3683,85
AD1675,Brand B,P002,2023-09-16 17:54:00,3086,171
AD1676,Brand B,P004,2023-09-16 17:55:00,1547,98
AD1677,Brand A,P002,2023-09-16 17:56:00,2736,78
AD1678,Brand A,P001,2023-09-16 17:57:00,3190,56
AD1679,Brand B,P001,2023-09-16 17:58:00,4376,156
AD1680,Brand B,P001,2023-09-16 17:59:00,4722,105
AD1681,Brand B,P004,2023-09-16 18:00:00,4129,187
AD1682,Brand B,P001,2023-09-16 18:01:00,2169,55
AD1683,Brand A,P004,2023-09-16 18:02:00,2063,297
AD1684,Brand C,P004,2023-09-16 18:03:00,3441,279
AD1685,Brand C,P004,2023-09-16 18:04:00,3133,157
AD1686,Brand C,P001,2023-09-16 18:05:00,2301,292
AD1687,Brand A,P002,2023-09-16 18:06:00,4432,203
AD1688,Brand B,P003,2023-09-16 18:07:00,1143,295
AD1689,Brand A,P001,2023-09-16 18:08:00,2360,233
AD1690,Brand C,P004,2023-09-16 18:09:00,4530,265
AD1691,Brand C,P004,2023-09-16 18:10:00,2742,184
AD1692,Brand A,P003,2023-09-16 18:11:00,1397,199
AD1693,Brand A,P004,2023-09-16 18:12:00,2359,289
AD1694,Brand B,P001,2023-09-16 18:13:00,4253,71
AD1695,Brand B,P001,2023-09-16 18:14:00,1349,98
AD1696,Brand C,P002,2023-09-16 18:15:00,1276,183
AD1697,Brand A,P001,2023-09-16 18:16:00,4117,295
AD1698,Brand C,P001,2023-09-16 18:17:00,1859,138
AD1699,Brand A,P001,2023-09-16 18:18:00,4320,247
AD1700,Brand A,P004,2023-09-16 18:19:00,4522,233
AD1701,Brand B,P002,2023-09-16 18:20:00,1946,198
AD1702,Brand A,P001,2023-09-16 18:21:00,2111,210
AD1703,Brand A,P004,2023-09-16 18:22:00,2007,132
AD1704,Brand C,P001,2023-09-16 18:23:00,4391,189
AD1705,Brand B,P002,2023-09-16 18:24:00,3659,290
AD1706,Brand B,P004,2023-09-16 18:25:00,2710,64
AD1707,Brand B,P002,2023-09-16 18:26:00,4300,241
AD1708,Brand A,P001,2023-09-16 18:27:00,1287,118
AD1709,Brand A,P003,2023-09-16 18:28:00,4302,91
AD1710,Brand C,P002,2023-09-16 18:29:00,1244,85
AD1711,Brand C,P004,2023-09-16 18:30:00,3720,60
AD1712,Brand C,P002,2023-09-16 18:31:00,4000,156
AD1713,Brand A,P002,2023-09-16 18:32:00,4936,176
AD1714,Brand C,P002,2023-09-16 18:33:00,3855,296
AD1715,Brand A,P004,2023-09-16 18:34:00,2719,151
AD1716,Brand C,P004,2023-09-16 18:35:00,4334,134
AD1717,Brand C,P001,2023-09-16 18:36:00,4592,251
AD1718,Brand C,P003,2023-09-16 18:37:00,1325,50
AD1719,Brand A,P003,2023-09-16 18:38:00,2359,139
AD1720,Brand B,P004,2023-09-16 18:39:00,3520,266
AD1721,Brand A,P004,2023-09-16 18:40:00,2961,299
AD1722,Brand B,P004,2023-09-16 18:41:00,4939,172
AD1723,Brand B,P001,2023-09-16 18:42:00,3418,221
AD1724,Brand A,P001,2023-09-16 18:43:00,3169,257
AD1725,Brand C,P004,2023-09-16 18:44:00,3287,167
AD1726,Brand C,P002,2023-09-16 18:45:00,4299,86
AD1727,Brand C,P004,2023-09-16 18:46:00,2604,151
AD1728,Brand C,P003,2023-09-16 18:47:00,1342,237
AD1729,Brand C,P002,2023-09-16 18:48:00,2185,227
AD1730,Brand B,P001,2023-09-16 18:49:00,1426,295
AD1731,Brand A,P001,2023-09-16 18:50:00,3464,293
AD1732,Brand A,P001,2023-09-16 18:51:00,3037,102
AD1733,Brand C,P002,2023-09-16 18:52:00,2660,270
AD1734,Brand B,P001,2023-09-16 18:53:00,3718,204
AD1735,Brand B,P001,2023-09-16 18:54:00,2169,75
AD1736,Brand C,P003,2023-09-16 18:55:00,1582,211
AD1737,Brand B,P001,2023-09-16 18:56:00,2310,274
AD1738,Brand C,P004,2023-09-16 18:57:00,1155,281
AD1739,Brand C,P003,2023-09-16 18:58:00,1713,271
AD1740,Brand B,P002,2023-09-16 18:59:00,3553,55
AD1741,Brand A,P001,2023-09-16 19:00:00,4981,144
AD1742,Brand A,P002,2023-09-16 19:01:00,2110,261
AD1743,Brand A,P003,2023-09-16 19:02:00,2864,71
AD1744,Brand B,P002,2023-09-16 19:03:00,2529,233
AD1745,Brand C,P001,2023-09-16 19:04:00,2162,140
AD1746,Brand A,P001,2023-09-16 19:05:00,3037,184
AD1747,Brand C,P001,2023-09-16 19:06:00,4303,250
AD1748,Brand C,P001,2023-09-16 19:07:00,2477,209
AD1749,Brand A,P004,2023-09-16 19:08:00,3945,286
AD1750,Brand C,P003,2023-09-16 19:09:00,1643,247
AD1751,Brand C,P002,2023-09-16 19:10:00,3708,204
AD1752,Brand B,P003,2023-09-16 19:11:00,2127,209
AD1753,Brand B,P002,2023-09-16 19:12:00,3731,157
AD1754,Brand C,P003,2023-09-16 19:13:00,2516,170
AD1755,Brand C,P004,2023-09-16 19:14:00,2185,136
AD1756,Brand A,P004,2023-09-16 19:15:00,4206,58
AD1757,Brand B,P004,2023-09-16 19:16:00,2900,243
AD1758,Brand B,P003,2023-09-16 19:17:00,1251,67
AD1759,Brand B,P003,2023-09-16 19:18:00,1839,65
AD1760,Brand B,P003,2023-09-16 19:19:00,3267,122
AD1761,Brand A,P001,2023-09-16 19:20:00,2844,56
AD1762,Brand C,P001,2023-09-16 19:21:00,1948,218
AD1763,Brand A,P002,2023-09-16 19:22:00,3359,218
AD1764,Brand A,P004,2023-09-16 19:23:00,2479,280
AD1765,Brand B,P001,2023-09-16 19:24:00,4100,268
AD1766,Brand A,P004,2023-09-16 19:25:00,1366,80
AD1767,Brand A,P002,2023-09-16 19:26:00,4653,53
AD1768,Brand A,P002,2023-09-16 19:27:00,3080,71
AD1769,Brand B,P002,2023-09-16 19:28:00,4732,195
AD1770,Brand C,P002,2023-09-16 19:29:00,1633,130
AD1771,Brand B,P002,2023-09-16 19:30:00,4917,295
AD1772,Brand B,P003,2023-09-16 19:31:00,4048,212
AD1773,Brand A,P001,2023-09-16 19:32:00,1778,50
AD1774,Brand A,P004,2023-09-16 19:33:00,3329,246
AD1775,Brand C,P001,2023-09-16 19:34:00,4583,164
AD1776,Brand C,P003,2023-09-16 19:35:00,2473,141
AD1777,Brand A,P003,2023-09-16 19:36:00,1469,154
AD1778,Brand A,P002,2023-09-16 19:37:00,4839,116
AD1779,Brand C,P004,2023-09-16 19:38:00,1837,162
AD1780,Brand C,P003,2023-09-16 19:39:00,2415,211
AD1781,Brand C,P003,2023-09-16 19:40:00,1610,125
AD1782,Brand A,P003,2023-09-16 19:41:00,4211,77
AD1783,Brand A,P003,2023-09-16 19:42:00,1617,110
AD1784,Brand B,P001,2023-09-16 19:43:00,4398,65
AD1785,Brand B,P002,2023-09-16 19:44:00,2922,246
AD1786,Brand A,P002,2023-09-16 19:45:00,1960,112
AD1787,Brand A,P004,2023-09-16 19:46:00,2139,228
AD1788,Brand A,P001,2023-09-16 19:47:00,3167,293
AD1789,Brand B,P002,2023-09-16 19:48:00,2599,107
AD1790,Brand B,P003,2023-09-16 19:49:00,3472,243
AD1791,Brand A,P004,2023-09-16 19:50:00,2788,94
AD1792,Brand B,P003,2023-09-16 19:51:00,3951,81
AD1793,Brand C,P003,2023-09-16 19:52:00,3564,262
AD1794,Brand B,P002,2023-09-16 19:53:00,1632,133
AD1795,Brand B,P003,2023-09-16 19:54:00,2982,239
AD1796,Brand C,P004,2023-09-16 19:55:00,3613,79
AD1797,Brand B,P004,2023-09-16 19:56:00,4771,287
AD1798,Brand A,P003,2023-09-16 19:57:00,1030,214
AD1799,Brand A,P001,2023-09-16 19:58:00,4327,217
AD1800,Brand A,P003,2023-09-16 19:59:00,2891,252
AD1801,Brand C,P004,2023-09-16 20:00:00,3321,294
AD1802,Brand B,P003,2023-09-16 20:01:00,1125,170
AD1803,Brand A,P001,2023-09-16 20:02:00,4097,146
AD1804,Brand B,P002,2023-09-16 20:03:00,4423,59
AD1805,Brand C,P001,2023-09-16 20:04:00,3691,64
AD1806,Brand C,P004,2023-09-16 20:05:00,4376,129
AD1807,Brand B,P003,2023-09-16 20:06:00,4606,162
AD1808,Brand C,P001,2023-09-16 20:07:00,2308,253
AD1809,Brand A,P001,2023-09-16 20:08:00,3600,67
AD1810,Brand A,P001,2023-09-16 20:09:00,3668,182
AD1811,Brand A,P002,2023-09-16 20:10:00,3085,123
AD1812,Brand A,P001,2023-09-16 20:11:00,4118,85
AD1813,Brand C,P002,2023-09-16 20:12:00,3170,64
AD1814,Brand A,P004,2023-09-16 20:13:00,3148,294
AD1815,Brand A,P002,2023-09-16 20:14:00,3612,295
AD1816,Brand C,P003,2023-09-16 20:15:00,1471,163
AD1817,Brand A,P001,2023-09-16 20:16:00,4149,216
AD1818,Brand A,P004,2023-09-16 20:17:00,3383,277
AD1819,Brand B,P003,2023-09-16 20:18:00,4886,145
AD1820,Brand C,P002,2023-09-16 20:19:00,1882,121
AD1821,Brand B,P001,2023-09-16 20:20:00,4371,222
AD1822,Brand A,P003,2023-09-16 20:21:00,1951,144
AD1823,Brand A,P003,2023-09-16 20:22:00,1147,282
AD1824,Brand B,P002,2023-09-16 20:23:00,2305,120
AD1825,Brand A,P001,2023-09-16 20:24:00,4850,115
AD1826,Brand C,P004,2023-09-16 20:25:00,2190,182
AD1827,Brand C,P003,2023-09-16 20:26:00,3466,76
AD1828,Brand B,P003,2023-09-16 20:27:00,2694,88
AD1829,Brand C,P004,2023-09-16 20:28:00,1832,238
AD1830,Brand C,P001,2023-09-16 20:29:00,1130,242
AD1831,Brand C,P004,2023-09-16 20:30:00,2599,204
AD1832,Brand A,P004,2023-09-16 20:31:00,3709,87
AD1833,Brand A,P002,2023-09-16 20:32:00,3500,85
AD1834,Brand C,P001,2023-09-16 20:33:00,2280,218
AD1835,Brand C,P003,2023-09-16 20:34:00,4629,114
AD1836,Brand B,P003,2023-09-16 20:35:00,4567,208
AD1837,Brand C,P002,2023-09-16 20:36:00,1633,59
AD1838,Brand C,P001,2023-09-16 20:37:00,1002,179
AD1839,Brand A,P004,2023-09-16 20:38:00,4590,183
