transaction_id,product_id,rep_id,date,revenue
T3526,P004,SR135,2023-09-11,1658.34
T3527,P002,SR1247,2023-08-23,1592.7
T3528,P003,SR770,2023-08-24,1087.29
T3529,P001,SR2274,2023-08-20,214.76
T3530,P001,SR660,2023-09-07,1554.51
T3531,P002,SR2280,2023-08-21,429.48
T3532,P001,SR922,2023-09-15,1530.55
T3533,P002,SR2869,2023-08-22,726.89
T3534,P002,SR892,2023-08-16,1267.48
T3535,P004,SR1953,2023-08-30,1620.18
T3536,P003,SR267,2023-08-22,235.67
T3537,P004,SR1864,2023-09-14,915.22
T3538,P002,SR2312,2023-08-31,1802.76
T3539,P001,SR211,2023-08-17,1917.61
T3540,P003,SR210,2023-08-29,768.67
T3541,P004,SR2045,2023-08-18,1817.78
T3542,P003,SR2025,2023-08-22,1110.69
T3543,P001,SR2263,2023-08-29,1003.73
T3544,P003,SR556,2023-09-10,117.99
T3545,P001,SR576,2023-08-17,1185.45
T3546,P001,SR1544,2023-09-12,1191.19
T3547,P001,SR1272,2023-09-06,208.09
T3548,P001,SR2313,2023-08-19,884.16
T3549,P002,SR133,2023-08-25,1654.24
T3550,P001,SR621,2023-08-18,1777.0
T3551,P001,SR818,2023-08-17,1093.2
T3552,P003,SR968,2023-09-11,1545.64
T3553,P001,SR754,2023-09-06,219.47
T3554,P002,SR078,2023-08-17,540.14
T3555,P002,SR2958,2023-09-09,1911.05
T3556,P001,SR2998,2023-08-17,451.41
T3557,P004,SR644,2023-09-15,1953.23
T3558,P001,SR1432,2023-09-11,1447.81
T3559,P001,SR1582,2023-08-22,1745.95
T3560,P002,SR1732,2023-09-15,593.51
T3561,P002,SR2663,2023-08-19,506.43
T3562,P002,SR1720,2023-08-22,1287.99
T3563,P003,SR2242,2023-08-30,576.66
T3564,P001,SR2841,2023-09-13,1129.62
T3565,P004,SR366,2023-09-12,492.9
T3566,P002,SR1203,2023-09-14,125.22
T3567,P001,SR2549,2023-09-07,298.7
T3568,P001,SR2244,2023-08-28,729.84
T3569,P001,SR662,2023-08-28,1318.09
T3570,P001,SR1291,2023-09-07,1275.63
T3571,P003,SR1061,2023-08-28,738.75
T3572,P002,SR495,2023-09-06,1450.24
T3573,P003,SR2580,2023-09-14,538.62
T3574,P003,SR1490,2023-09-10,266.56
T3575,P002,SR2540,2023-09-15,1086.98
T3576,P001,SR1883,2023-09-07,1329.54
T3577,P001,SR579,2023-08-16,325.64
T3578,P002,SR044,2023-09-08,567.98
T3579,P002,SR187,2023-09-01,725.81
T3580,P004,SR1169,2023-09-13,677.42
T3581,P002,SR1712,2023-09-12,1552.95
T3582,P003,SR2995,2023-09-13,1809.21
T3583,P001,SR1688,2023-09-08,1779.08
T3584,P001,SR1776,2023-08-30,878.82
T3585,P004,SR2940,2023-08-21,1402.67
T3586,P001,SR118,2023-09-09,1954.07
T3587,P002,SR2210,2023-08-20,450.68
T3588,P004,SR1772,2023-09-14,1756.29
T3589,P002,SR1711,2023-09-14,352.41
T3590,P001,SR2627,2023-08-31,344.86
T3591,P003,SR1990,2023-08-23,298.51
T3592,P001,SR600,2023-09-02,767.45
T3593,P001,SR1052,2023-08-19,1608.98
T3594,P001,SR907,2023-08-26,315.85
T3595,P002,SR2260,2023-09-11,180.07
T3596,P001,SR2278,2023-09-05,1224.66
T3597,P004,SR2177,2023-09-08,1122.91
T3598,P001,SR2460,2023-08-19,1501.57
T3599,P003,SR110,2023-09-10,1613.38
T3600,P004,SR2939,2023-08-24,1654.36
T3601,P001,SR2485,2023-08-24,730.99
T3602,P003,SR2458,2023-09-07,1076.74
T3603,P004,SR1022,2023-09-06,1680.86
T3604,P004,SR442,2023-09-14,1375.06
T3605,P003,SR1600,2023-08-19,963.73
T3606,P001,SR2979,2023-09-13,913.16
T3607,P002,SR1201,2023-09-07,833.71
T3608,P001,SR2977,2023-08-19,610.72
T3609,P002,SR1788,2023-09-11,874.47
T3610,P001,SR1632,2023-08-22,375.73
T3611,P001,SR1702,2023-09-15,1767.24
T3612,P001,SR2446,2023-08-31,234.62
T3613,P001,SR2009,2023-08-22,870.61
T3614,P003,SR2248,2023-08-26,1325.09
T3615,P004,SR1218,2023-09-02,976.96
T3616,P001,SR1328,2023-08-21,916.42
T3617,P004,SR1841,2023-08-28,236.93
T3618,P001,SR1465,2023-09-05,823.08
T3619,P004,SR2648,2023-09-14,1001.17
T3620,P001,SR2929,2023-09-07,1867.61
T3621,P004,SR2887,2023-08-17,312.48
T3622,P003,SR808,2023-09-03,1143.66
T3623,P001,SR2311,2023-09-03,1546.43
T3624,P003,SR1129,2023-09-05,1011.57
T3625,P002,SR2597,2023-08-24,713.07
T3626,P002,SR2828,2023-08-31,1809.78
T3627,P004,SR1582,2023-09-10,874.53
T3628,P004,SR2250,2023-09-07,765.59
T3629,P002,SR1759,2023-08-27,304.05
T3630,P003,SR511,2023-08-21,1668.0
T3631,P003,SR2764,2023-09-11,1391.91
T3632,P003,SR2113,2023-08-22,1924.03
T3633,P004,SR1029,2023-09-01,1490.33
T3634,P001,SR2792,2023-09-12,1241.0
T3635,P003,SR641,2023-08-20,379.49
T3636,P003,SR1767,2023-08-19,1568.95
T3637,P003,SR633,2023-09-11,1282.49
T3638,P004,SR2896,2023-09-12,1061.58
T3639,P001,SR2321,2023-08-21,1522.06
T3640,P003,SR1866,2023-08-16,163.87
T3641,P002,SR1929,2023-09-01,939.53
T3642,P002,SR1693,2023-08-28,293.34
T3643,P002,SR1784,2023-08-31,1450.49
T3644,P002,SR2838,2023-08-19,1170.31
T3645,P002,SR1844,2023-08-30,440.37
T3646,P002,SR948,2023-08-29,866.9
T3647,P003,SR2223,2023-09-04,1684.64
T3648,P004,SR1790,2023-09-08,1780.34
T3649,P002,SR2779,2023-08-20,1987.22
T3650,P003,SR138,2023-09-15,1738.24
T3651,P004,SR2845,2023-08-23,354.77
T3652,P001,SR967,2023-09-07,1432.94
T3653,P004,SR211,2023-09-14,850.59
T3654,P002,SR1818,2023-08-26,770.94
T3655,P003,SR2018,2023-08-29,1764.22
T3656,P004,SR1122,2023-08-20,835.22
T3657,P002,SR2374,2023-09-14,1776.55
T3658,P004,SR1301,2023-09-04,939.22
T3659,P004,SR2084,2023-09-03,1894.61
T3660,P003,SR1582,2023-09-04,533.21
T3661,P002,SR2157,2023-08-22,368.75
T3662,P002,SR2464,2023-09-08,231.09
T3663,P003,SR678,2023-08-30,652.54
T3664,P001,SR928,2023-09-03,1782.02
T3665,P001,SR282,2023-09-14,1579.4
T3666,P003,SR491,2023-08-26,1133.83
T3667,P001,SR764,2023-09-11,1262.91
T3668,P002,SR2137,2023-09-01,1780.3
T3669,P003,SR521,2023-09-08,1181.44
T3670,P002,SR2059,2023-09-01,1417.68
T3671,P002,SR2359,2023-09-11,1802.99
T3672,P001,SR290,2023-09-07,1998.34
T3673,P002,SR782,2023-09-07,225.1
T3674,P001,SR1336,2023-08-31,439.99
T3675,P004,SR104,2023-08-19,1600.33
T3676,P003,SR875,2023-08-26,957.85
T3677,P001,SR1634,2023-08-20,217.18
T3678,P002,SR2704,2023-08-27,306.24
T3679,P003,SR2077,2023-08-26,559.82
T3680,P004,SR2015,2023-08-24,1925.33
T3681,P003,SR179,2023-08-22,1220.76
T3682,P003,SR114,2023-08-20,729.89
T3683,P001,SR1378,2023-08-24,1265.77
T3684,P001,SR2770,2023-08-22,1501.58
T3685,P003,SR1172,2023-09-08,1093.39
T3686,P004,SR2424,2023-09-03,230.26
T3687,P002,SR2426,2023-09-13,1131.93
T3688,P004,SR922,2023-09-02,1444.91
T3689,P003,SR1894,2023-09-01,1508.55
T3690,P002,SR1883,2023-08-16,1140.09
T3691,P001,SR200,2023-08-18,1079.54
T3692,P002,SR2252,2023-09-06,851.1
T3693,P004,SR2202,2023-08-21,858.85
T3694,P004,SR1024,2023-08-23,1190.71
T3695,P003,SR2190,2023-08-24,412.13
T3696,P003,SR2803,2023-08-19,1906.74
T3697,P004,SR677,2023-09-09,1642.1
T3698,P003,SR2627,2023-09-15,1838.35
T3699,P001,SR1939,2023-08-29,842.95
T3700,P002,SR2060,2023-08-17,657.49
T3701,P003,SR131,2023-09-13,1768.68
T3702,P001,SR082,2023-09-04,893.39
T3703,P004,SR1418,2023-09-11,403.95
T3704,P001,SR2297,2023-09-15,962.17
T3705,P003,SR2253,2023-09-04,1917.68
T3706,P003,SR2011,2023-09-01,593.84
T3707,P004,SR255,2023-09-02,843.33
T3708,P003,SR115,2023-09-15,1935.21
T3709,P002,SR2799,2023-08-17,1872.79
T3710,P002,SR2575,2023-08-24,1068.44
T3711,P003,SR1981,2023-09-06,1186.09
T3712,P003,SR2566,2023-09-12,1621.77
T3713,P004,SR2549,2023-08-17,1598.88
T3714,P003,SR300,2023-08-21,895.66
T3715,P004,SR810,2023-08-27,1813.08
T3716,P001,SR326,2023-08-23,1790.65
T3717,P001,SR1255,2023-08-23,1303.61
T3718,P001,SR1862,2023-08-18,993.95
T3719,P004,SR2754,2023-09-02,805.86
T3720,P001,SR1067,2023-09-12,1163.4
T3721,P001,SR2823,2023-08-24,1933.27
T3722,P003,SR2295,2023-09-11,1576.43
T3723,P004,SR2818,2023-08-23,1542.31
T3724,P003,SR2241,2023-09-12,230.4
T3725,P004,SR1986,2023-08-23,1738.48
T3726,P003,SR784,2023-09-01,1517.5
T3727,P003,SR2103,2023-08-24,1267.56
T3728,P001,SR1860,2023-08-24,344.0
T3729,P003,SR2014,2023-09-12,1357.61
T3730,P003,SR2087,2023-08-25,905.13
T3731,P004,SR922,2023-09-06,678.98
T3732,P001,SR2493,2023-08-30,1872.19
T3733,P002,SR378,2023-08-22,1126.5
T3734,P003,SR1801,2023-09-01,1480.34
T3735,P003,SR1508,2023-08-31,1484.53
T3736,P002,SR857,2023-09-11,1063.57
T3737,P002,SR076,2023-08-27,136.87
T3738,P003,SR2683,2023-08-30,1279.25
T3739,P001,SR2185,2023-08-25,1873.41
T3740,P001,SR1043,2023-08-18,356.06
T3741,P002,SR961,2023-09-07,1877.59
T3742,P002,SR2212,2023-09-03,1111.48
T3743,P004,SR2715,2023-08-17,1353.53
T3744,P003,SR2931,2023-09-03,833.2
T3745,P001,SR2427,2023-08-29,273.08
T3746,P001,SR2672,2023-08-30,879.08
T3747,P004,SR1879,2023-08-30,856.79
T3748,P002,SR078,2023-09-15,1676.88
T3749,P001,SR1397,2023-08-23,1102.68
T3750,P002,SR889,2023-09-01,1051.87
T3751,P003,SR983,2023-09-06,925.7
T3752,P003,SR1629,2023-09-06,575.57
T3753,P004,SR745,2023-08-27,360.72
T3754,P002,SR983,2023-08-21,407.67
T3755,P001,SR2869,2023-08-17,577.43
T3756,P002,SR1247,2023-08-29,671.51
T3757,P003,SR1115,2023-09-06,1594.2
T3758,P001,SR909,2023-08-19,354.77
T3759,P003,SR533,2023-08-18,1346.2
T3760,P002,SR1171,2023-09-09,977.49
T3761,P001,SR1112,2023-08-21,508.79
T3762,P001,SR2557,2023-09-12,775.02
T3763,P004,SR2133,2023-08-22,728.47
T3764,P001,SR942,2023-09-04,119.47
T3765,P001,SR1166,2023-09-02,1286.32
T3766,P002,SR1535,2023-08-30,1157.09
T3767,P004,SR1111,2023-09-03,1725.0
T3768,P002,SR803,2023-08-19,901.13
T3769,P001,SR1947,2023-08-24,568.08
T3770,P001,SR2288,2023-09-14,1848.21
T3771,P003,SR453,2023-08-28,1240.49
T3772,P003,SR1645,2023-08-19,1875.83
T3773,P003,SR2240,2023-09-13,1213.35
T3774,P001,SR878,2023-09-04,1194.91
T3775,P002,SR2803,2023-09-07,1505.63
T3776,P001,SR1686,2023-08-28,1847.23
T3777,P001,SR952,2023-09-08,1587.13
T3778,P002,SR319,2023-09-05,767.2
T3779,P001,SR2496,2023-08-28,889.43
T3780,P003,SR2636,2023-08-25,778.17
T3781,P002,SR955,2023-09-08,1697.7
T3782,P001,SR599,2023-09-03,1705.79
T3783,P001,SR2155,2023-08-23,1495.97
T3784,P001,SR1469,2023-09-09,265.97
T3785,P001,SR2885,2023-09-05,248.68
T3786,P001,SR1957,2023-09-15,1476.77
T3787,P002,SR132,2023-09-08,1995.35
T3788,P004,SR1728,2023-08-18,949.12
T3789,P002,SR2588,2023-08-18,1501.01
T3790,P004,SR221,2023-08-22,1934.1
T3791,P004,SR264,2023-08-18,1849.04
T3792,P001,SR2497,2023-09-09,1735.87
T3793,P003,SR2686,2023-08-28,1194.97
T3794,P004,SR1662,2023-08-17,1312.34
T3795,P001,SR2326,2023-09-03,1701.18
T3796,P004,SR1405,2023-09-10,676.29
T3797,P001,SR2198,2023-08-20,291.5
T3798,P004,SR2251,2023-08-17,839.19
T3799,P004,SR1984,2023-09-03,1534.0
T3800,P003,SR1862,2023-09-10,1995.92
T3801,P003,SR2589,2023-09-02,494.58
T3802,P004,SR2263,2023-08-19,1440.2
T3803,P003,SR2308,2023-09-07,1236.1
T3804,P004,SR1506,2023-09-01,957.34
T3805,P003,SR2699,2023-08-16,391.79
T3806,P002,SR311,2023-09-07,1661.61
T3807,P003,SR2333,2023-08-23,973.4
T3808,P001,SR291,2023-08-27,1283.63
T3809,P004,SR2184,2023-08-20,434.72
T3810,P002,SR2287,2023-09-10,124.88
T3811,P004,SR1937,2023-09-01,1812.68
T3812,P003,SR2909,2023-09-10,597.88
T3813,P003,SR1137,2023-08-31,1188.77
T3814,P002,SR179,2023-08-21,841.76
T3815,P002,SR2203,2023-08-20,1631.24
T3816,P002,SR792,2023-08-20,1793.39
T3817,P003,SR1823,2023-08-23,1461.23
T3818,P002,SR353,2023-08-26,577.09
T3819,P004,SR1069,2023-09-13,423.65
T3820,P003,SR1617,2023-09-03,1686.67
T3821,P001,SR947,2023-08-31,649.94
T3822,P003,SR424,2023-08-30,108.6
T3823,P002,SR1679,2023-09-03,1994.46
T3824,P004,SR1352,2023-08-22,328.81
T3825,P002,SR005,2023-08-31,1783.72
T3826,P004,SR531,2023-08-30,163.27
T3827,P002,SR759,2023-08-24,191.61
T3828,P003,SR1988,2023-09-09,1782.65
T3829,P002,SR734,2023-09-12,985.2
T3830,P004,SR1338,2023-08-26,1474.38
T3831,P001,SR876,2023-08-30,1519.81
T3832,P002,SR1589,2023-09-08,1947.11
T3833,P002,SR1318,2023-09-15,1690.81
T3834,P003,SR2960,2023-09-11,935.83
T3835,P001,SR1444,2023-08-20,1670.75
T3836,P001,SR2782,2023-09-14,996.59
T3837,P001,SR2771,2023-08-19,1547.17
T3838,P002,SR2983,2023-08-30,764.16
T3839,P001,SR572,2023-09-12,1572.94
T3840,P004,SR1740,2023-08-27,1179.13
T3841,P001,SR2703,2023-08-29,1785.43
T3842,P003,SR1793,2023-08-31,1232.38
T3843,P004,SR1281,2023-09-14,847.03
T3844,P001,SR715,2023-09-08,1963.27
T3845,P004,SR008,2023-09-10,439.89
T3846,P002,SR226,2023-08-23,1638.23
T3847,P001,SR2156,2023-08-31,1842.07
T3848,P003,SR1680,2023-08-19,1496.27
T3849,P004,SR1467,2023-09-07,397.67
T3850,P001,SR2781,2023-08-21,549.51
T3851,P004,SR2270,2023-08-28,1875.11
T3852,P004,SR1953,2023-09-14,1750.1
T3853,P003,SR1691,2023-09-11,1842.19
T3854,P001,SR142,2023-08-20,396.84
T3855,P001,SR2568,2023-09-07,508.37
T3856,P001,SR2149,2023-08-22,1243.09
T3857,P003,SR1983,2023-08-19,409.74
T3858,P003,SR1530,2023-08-18,668.99
T3859,P001,SR1131,2023-08-21,1479.37
T3860,P002,SR710,2023-09-10,1014.42
T3861,P001,SR2859,2023-08-26,1843.18
T3862,P004,SR664,2023-08-30,1893.33
T3863,P002,SR2036,2023-09-07,279.13
T3864,P003,SR787,2023-09-10,945.16
T3865,P002,SR110,2023-09-13,1070.41
T3866,P003,SR198,2023-09-02,839.25
T3867,P002,SR2505,2023-09-02,1396.89
T3868,P001,SR2751,2023-08-30,1752.19
T3869,P002,SR992,2023-08-16,1381.9
T3870,P001,SR1320,2023-08-23,498.97
T3871,P003,SR666,2023-08-31,691.84
T3872,P003,SR1147,2023-08-25,1474.94
T3873,P003,SR2302,2023-09-13,968.86
T3874,P003,SR1442,2023-09-04,1897.19
T3875,P002,SR259,2023-08-25,273.03
T3876,P001,SR096,2023-09-12,1920.01
T3877,P002,SR1142,2023-08-26,1533.2
T3878,P002,SR2606,2023-08-19,579.14
T3879,P002,SR1775,2023-08-26,1054.57
T3880,P001,SR2253,2023-09-03,1200.37
T3881,P004,SR1200,2023-08-19,326.61
T3882,P003,SR681,2023-08-26,1642.55
T3883,P001,SR1453,2023-08-30,1570.9
T3884,P003,SR2070,2023-08-26,147.64
T3885,P004,SR097,2023-08-17,1437.19
T3886,P002,SR318,2023-09-08,1304.12
T3887,P002,SR2475,2023-09-13,436.49
T3888,P001,SR096,2023-09-15,1520.68
T3889,P002,SR2065,2023-08-24,694.97
T3890,P001,SR2800,2023-09-01,793.9
T3891,P004,SR1693,2023-08-29,1791.23
T3892,P001,SR2429,2023-09-08,902.14
T3893,P001,SR727,2023-09-14,217.97
T3894,P002,SR2860,2023-08-25,1160.29
T3895,P001,SR2254,2023-08-24,581.03
T3896,P002,SR2090,2023-09-03,1434.82
T3897,P001,SR1262,2023-08-18,1237.83
T3898,P004,SR468,2023-09-14,492.18
T3899,P003,SR1782,2023-08-17,981.57
T3900,P002,SR1306,2023-09-14,1103.66
T3901,P001,SR629,2023-08-24,1347.55
T3902,P002,SR1354,2023-08-28,384.28
T3903,P003,SR1136,2023-09-04,1881.52
T3904,P004,SR2407,2023-08-16,1642.6
T3905,P003,SR123,2023-08-16,419.0
T3906,P004,SR358,2023-09-10,1101.08
T3907,P004,SR1438,2023-08-28,753.47
T3908,P001,SR2684,2023-08-25,197.29
T3909,P003,SR534,2023-08-18,1933.09
T3910,P003,SR1481,2023-09-15,528.25
T3911,P002,SR2729,2023-08-18,209.82
T3912,P001,SR617,2023-08-21,112.07
T3913,P003,SR876,2023-09-05,1236.09
T3914,P004,SR794,2023-09-13,1687.62
T3915,P003,SR1422,2023-08-31,1750.07
T3916,P001,SR853,2023-08-16,1211.96
T3917,P003,SR1151,2023-08-27,1442.57
T3918,P003,SR1023,2023-08-28,1189.18
T3919,P003,SR1150,2023-08-22,1103.12
T3920,P001,SR1647,2023-08-23,1046.03
T3921,P003,SR357,2023-09-13,1478.89
T3922,P004,SR1684,2023-08-23,391.21
T3923,P003,SR1930,2023-08-25,757.19
T3924,P001,SR097,2023-09-04,1179.59
T3925,P003,SR694,2023-08-31,1915.66
T3926,P004,SR2838,2023-09-15,1120.42
T3927,P001,SR2059,2023-08-30,1654.86
T3928,P001,SR1898,2023-08-27,1470.85
T3929,P002,SR1487,2023-08-28,580.5
T3930,P004,SR1189,2023-09-04,1920.22
T3931,P001,SR1142,2023-08-27,535.53
T3932,P002,SR883,2023-08-21,1916.69
T3933,P003,SR1543,2023-08-26,1855.52
T3934,P002,SR1090,2023-09-13,312.08
T3935,P001,SR2610,2023-09-11,1263.73
T3936,P004,SR377,2023-08-31,1647.39
T3937,P002,SR2357,2023-09-02,1759.82
T3938,P004,SR2621,2023-09-08,510.14
T3939,P002,SR1804,2023-09-14,1949.06
T3940,P004,SR521,2023-09-15,786.19
T3941,P004,SR331,2023-09-03,996.48
T3942,P002,SR331,2023-08-22,580.42
T3943,P002,SR1030,2023-08-16,710.57
T3944,P004,SR594,2023-09-12,138.85
T3945,P002,SR2512,2023-09-07,1319.53
T3946,P004,SR2177,2023-08-28,1819.52
T3947,P003,SR132,2023-09-04,1675.94
T3948,P001,SR2993,2023-09-11,559.64
T3949,P001,SR2078,2023-08-25,261.92
T3950,P004,SR967,2023-09-09,940.98
T3951,P004,SR1180,2023-08-26,845.12
T3952,P001,SR2664,2023-08-20,1684.86
T3953,P002,SR1379,2023-09-10,1677.74
T3954,P001,SR1833,2023-09-09,1569.61
T3955,P001,SR124,2023-09-09,756.26
T3956,P003,SR369,2023-08-28,299.56
T3957,P001,SR1833,2023-09-08,1012.79
T3958,P003,SR374,2023-09-13,1282.81
T3959,P001,SR1076,2023-09-09,316.21
T3960,P004,SR002,2023-09-04,1722.2
T3961,P003,SR1010,2023-08-18,1277.64
T3962,P002,SR1773,2023-08-27,463.61
T3963,P002,SR2601,2023-09-12,1297.42
T3964,P002,SR575,2023-09-09,203.93
T3965,P002,SR2231,2023-09-05,1515.85
T3966,P003,SR2514,2023-08-21,276.45
T3967,P004,SR1557,2023-08-18,1945.69
T3968,P003,SR1274,2023-08-19,788.29
T3969,P001,SR2359,2023-08-19,942.06
T3970,P001,SR656,2023-08-26,1887.85
T3971,P001,SR1276,2023-08-17,1000.94
T3972,P002,SR2291,2023-08-31,1027.4
T3973,P003,SR291,2023-08-31,828.45
T3974,P004,SR696,2023-08-29,308.74
T3975,P001,SR1579,2023-08-18,306.22
T3976,P004,SR336,2023-09-10,197.3
T3977,P004,SR1427,2023-08-20,310.87
T3978,P001,SR1430,2023-09-13,645.83
T3979,P004,SR1907,2023-08-31,1504.9
T3980,P001,SR1238,2023-08-27,970.8
T3981,P002,SR2518,2023-08-30,621.55
T3982,P004,SR1290,2023-08-22,783.97
T3983,P002,SR928,2023-08-21,1907.54
T3984,P003,SR280,2023-08-30,871.63
T3985,P001,SR1206,2023-08-25,373.67
T3986,P004,SR1598,2023-08-29,610.26
T3987,P002,SR005,2023-09-03,352.97
T3988,P004,SR146,2023-08-21,356.44
T3989,P004,SR2567,2023-09-03,960.85
T3990,P001,SR177,2023-09-05,449.13
T3991,P004,SR226,2023-09-07,653.78
T3992,P004,SR088,2023-08-29,328.62
T3993,P004,SR216,2023-08-17,1601.15
T3994,P002,SR247,2023-08-23,1426.39
T3995,P004,SR328,2023-08-17,1556.03
T3996,P004,SR166,2023-09-03,1693.1
T3997,P002,SR1983,2023-09-14,1071.09
T3998,P003,SR378,2023-09-08,1356.58
T3999,P002,SR259,2023-09-05,785.96
T4000,P001,SR2944,2023-08-17,770.19
T4001,P003,SR1848,2023-09-06,1596.44
T4002,P004,SR722,2023-08-17,306.54
T4003,P001,SR1858,2023-08-19,1312.9
T4004,P001,SR2315,2023-08-26,1538.06
T4005,P002,SR2992,2023-08-30,1515.9
T4006,P003,SR575,2023-09-12,562.12
T4007,P003,SR2379,2023-09-14,203.66
T4008,P001,SR236,2023-08-19,1537.56
T4009,P003,SR2944,2023-09-11,1725.31
T4010,P002,SR2618,2023-08-22,290.63
T4011,P002,SR779,2023-09-05,1979.09
T4012,P001,SR1156,2023-08-16,893.5
T4013,P001,SR303,2023-09-03,1201.8
T4014,P002,SR2461,2023-09-03,1747.51
T4015,P003,SR609,2023-08-16,568.98
T4016,P004,SR2183,2023-09-14,1221.28
T4017,P004,SR1210,2023-09-11,1645.31
T4018,P004,SR2287,2023-09-11,289.6
T4019,P003,SR805,2023-08-23,1224.8
T4020,P004,SR1685,2023-09-01,1021.45
T4021,P003,SR080,2023-09-01,720.41
T4022,P002,SR1666,2023-08-22,1093.62
T4023,P001,SR735,2023-08-30,1734.36
T4024,P001,SR058,2023-08-21,792.33
T4025,P003,SR771,2023-09-04,1562.77
T4026,P002,SR2398,2023-09-03,574.4
T4027,P001,SR022,2023-09-07,401.17
T4028,P003,SR290,2023-08-28,920.11
T4029,P003,SR2136,2023-08-17,735.48
T4030,P004,SR670,2023-09-04,1704.72
T4031,P002,SR931,2023-08-27,230.64
T4032,P002,SR1842,2023-09-03,497.06
T4033,P004,SR817,2023-08-22,857.28
T4034,P004,SR1735,2023-09-15,1121.88
T4035,P003,SR154,2023-09-06,1765.53
T4036,P003,SR154,2023-09-09,573.23
T4037,P001,SR2594,2023-08-16,932.44
T4038,P002,SR1748,2023-09-15,403.99
T4039,P001,SR1787,2023-08-21,336.84
T4040,P002,SR2150,2023-09-12,829.15
T4041,P003,SR861,2023-08-22,1881.81
T4042,P001,SR807,2023-08-19,1075.03
T4043,P002,SR451,2023-09-10,1564.77
T4044,P003,SR2173,2023-09-10,1547.09
T4045,P001,SR2842,2023-09-04,1856.93
T4046,P003,SR946,2023-09-05,482.61
T4047,P004,SR2449,2023-09-06,1008.71
T4048,P001,SR057,2023-09-02,971.36
T4049,P001,SR1404,2023-09-08,269.27
T4050,P003,SR1290,2023-09-13,1605.7
T4051,P003,SR2522,2023-08-22,257.62
T4052,P003,SR1060,2023-09-11,930.7
T4053,P003,SR2484,2023-08-19,192.67
T4054,P002,SR2608,2023-08-19,918.96
T4055,P003,SR927,2023-08-17,644.68
T4056,P003,SR994,2023-08-29,616.79
T4057,P003,SR468,2023-09-07,764.26
T4058,P003,SR2548,2023-09-03,1147.42
T4059,P003,SR346,2023-08-28,391.81
T4060,P004,SR996,2023-08-25,578.43
T4061,P001,SR1725,2023-09-08,1254.33
T4062,P004,SR1700,2023-08-26,1488.99
T4063,P002,SR2855,2023-08-21,757.23
T4064,P002,SR2228,2023-08-16,1872.59
T4065,P001,SR693,2023-09-08,803.69
T4066,P003,SR339,2023-08-20,1461.58
T4067,P004,SR289,2023-09-05,624.69
T4068,P003,SR434,2023-09-15,621.44
T4069,P003,SR1055,2023-09-10,1261.05
T4070,P004,SR888,2023-09-10,1717.14
T4071,P001,SR1087,2023-09-08,312.8
T4072,P004,SR1254,2023-08-28,1975.05
T4073,P001,SR2076,2023-08-25,1789.79
T4074,P002,SR2822,2023-08-25,1258.67
T4075,P001,SR2108,2023-09-04,1696.44
T4076,P004,SR2558,2023-09-13,1113.65
T4077,P004,SR704,2023-08-20,1419.71
T4078,P004,SR1924,2023-08-23,1354.15
T4079,P001,SR641,2023-09-05,1269.54
T4080,P001,SR1563,2023-09-08,884.34
T4081,P004,SR1496,2023-08-29,1805.0
T4082,P004,SR689,2023-08-31,1600.85
T4083,P004,SR2365,2023-08-31,824.24
T4084,P003,SR2486,2023-08-25,1042.23
T4085,P002,SR2669,2023-08-31,1547.94
T4086,P003,SR827,2023-08-24,1659.23
T4087,P001,SR2244,2023-09-04,942.39
T4088,P001,SR2975,2023-09-02,1847.27
T4089,P002,SR328,2023-08-18,1657.72
T4090,P002,SR2930,2023-08-29,1682.5
T4091,P002,SR239,2023-09-04,1706.77
T4092,P001,SR560,2023-09-05,254.75
T4093,P004,SR273,2023-09-08,1754.69
T4094,P002,SR142,2023-08-20,1813.5
T4095,P002,SR711,2023-09-06,1498.47
T4096,P004,SR2885,2023-08-17,1511.63
T4097,P004,SR254,2023-09-10,452.21
T4098,P002,SR1921,2023-08-30,1536.5
T4099,P004,SR1039,2023-09-12,1674.23
T4100,P003,SR631,2023-08-24,1443.48
T4101,P004,SR764,2023-09-09,1701.23
T4102,P003,SR535,2023-09-14,1451.69
T4103,P001,SR2118,2023-09-07,947.44
T4104,P003,SR1702,2023-08-27,385.91
T4105,P004,SR324,2023-08-27,1629.74
T4106,P002,SR1571,2023-08-21,1533.52
T4107,P002,SR1272,2023-09-03,750.07
T4108,P002,SR2204,2023-09-13,784.71
T4109,P002,SR1411,2023-09-04,404.15
T4110,P004,SR1155,2023-09-01,1301.56
T4111,P004,SR1469,2023-08-23,1670.7
T4112,P002,SR1663,2023-09-03,1985.6
T4113,P003,SR2267,2023-08-26,1538.65
T4114,P002,SR586,2023-08-20,1830.14
T4115,P001,SR721,2023-08-19,540.23
T4116,P004,SR1796,2023-09-08,563.01
T4117,P003,SR098,2023-08-19,1153.25
T4118,P001,SR2845,2023-09-10,899.15
T4119,P003,SR1523,2023-09-06,606.88
T4120,P001,SR727,2023-09-13,1290.52
T4121,P001,SR781,2023-09-02,940.2
T4122,P004,SR2075,2023-09-03,657.91
T4123,P001,SR1555,2023-08-24,1010.16
T4124,P003,SR992,2023-09-07,1144.26
T4125,P003,SR2465,2023-08-27,1042.16
T4126,P002,SR778,2023-08-27,1445.06
T4127,P004,SR486,2023-09-09,181.45
