rep_id,rep_name,team,region,start_date,end_date
SR541,Name 541,Team A,East,2023-03-27,2023-09-01
SR542,Name 542,Team C,North,2023-03-16,
SR543,Name 543,Team D,,2023-03-28,
SR544,Name 544,Team D,East,2023-02-27,
SR545,Name 545,Team D,East,2023-01-15,
SR546,Name 546,Team C,,2023-02-27,
SR547,Name 547,Team D,South,2023-02-07,2023-09-01
SR548,Name 548,Team B,West,2023-01-20,2023-09-01
SR549,Name 549,Team D,,2023-04-10,
SR550,Name 550,Team D,South,2023-03-25,2023-09-01
SR551,Name 551,Team B,South,2023-01-26,
SR552,Name 552,Team C,West,2023-01-05,2023-09-01
SR553,Name 553,Team A,West,2023-01-25,
SR554,Name 554,Team C,South,2023-02-17,2023-09-01
SR555,Name 555,Team C,,2023-02-14,2023-09-01
SR556,Name 556,Team C,East,2023-02-20,
SR557,Name 557,Team B,South,2023-03-07,2023-09-01
SR558,Name 558,Team A,East,2023-03-09,2023-09-01
SR559,Name 559,Team C,South,2023-04-08,
SR560,Name 560,Team B,South,2023-01-28,
SR561,Name 561,Team D,,2023-02-09,
SR562,Name 562,Team D,South,2023-01-05,
SR563,Name 563,Team D,East,2023-01-17,2023-09-01
SR564,Name 564,Team D,West,2023-01-18,2023-09-01
SR565,Name 565,Team B,West,2023-01-30,2023-09-01
SR566,Name 566,Team D,East,2023-03-02,2023-09-01
SR567,Name 567,Team D,North,2023-02-09,
SR568,Name 568,Team D,North,2023-01-11,
SR569,Name 569,Team D,,2023-01-24,2023-09-01
SR570,Name 570,Team D,West,2023-01-09,2023-09-01
SR571,Name 571,Team B,North,2023-04-05,
SR572,Name 572,Team A,,2023-03-08,2023-09-01
SR573,Name 573,Team C,North,2023-04-08,2023-09-01
SR574,Name 574,Team D,North,2023-03-20,
SR575,Name 575,Team A,East,2023-04-09,2023-09-01
SR576,Name 576,Team D,,2023-02-01,
SR577,Name 577,Team B,,2023-04-03,
SR578,Name 578,Team B,,2023-04-03,2023-09-01
SR579,Name 579,Team A,,2023-01-06,
SR580,Name 580,Team C,North,2023-01-28,
SR581,Name 581,Team C,East,2023-02-14,2023-09-01
SR582,Name 582,Team B,West,2023-01-16,
SR583,Name 583,Team B,South,2023-03-30,
SR584,Name 584,Team D,,2023-04-06,2023-09-01
SR585,Name 585,Team B,,2023-01-01,
SR586,Name 586,Team C,,2023-04-07,2023-09-01
SR587,Name 587,Team C,,2023-04-09,2023-09-01
SR588,Name 588,Team C,East,2023-03-05,
SR589,Name 589,Team D,West,2023-01-20,
SR590,Name 590,Team A,South,2023-02-15,
SR591,Name 591,Team C,,2023-03-02,
SR592,Name 592,Team D,,2023-01-11,
SR593,Name 593,Team C,West,2023-04-02,2023-09-01
SR594,Name 594,Team A,North,2023-03-17,2023-09-01
SR595,Name 595,Team D,,2023-01-26,2023-09-01
SR596,Name 596,Team C,South,2023-01-13,
SR597,Name 597,Team A,North,2023-03-10,
SR598,Name 598,Team D,,2023-02-06,
SR599,Name 599,Team B,East,2023-01-12,2023-09-01
SR600,Name 600,Team B,South,2023-04-10,
SR601,Name 601,Team B,South,2023-02-26,
SR602,Name 602,Team B,South,2023-01-07,2023-09-01
SR603,Name 603,Team A,,2023-02-01,2023-09-01
SR604,Name 604,Team D,South,2023-01-18,2023-09-01
SR605,Name 605,Team C,East,2023-02-11,
SR606,Name 606,Team C,North,2023-04-01,
SR607,Name 607,Team A,,2023-01-01,
SR608,Name 608,Team C,West,2023-03-10,
SR609,Name 609,Team A,North,2023-04-03,
SR610,Name 610,Team C,South,2023-03-16,
SR611,Name 611,Team A,North,2023-04-02,2023-09-01
SR612,Name 612,Team C,,2023-04-03,
SR613,Name 613,Team C,North,2023-02-23,2023-09-01
SR614,Name 614,Team D,North,2023-01-23,2023-09-01
SR615,Name 615,Team A,,2023-01-22,
SR616,Name 616,Team C,East,2023-01-01,
SR617,Name 617,Team C,North,2023-02-16,
SR618,Name 618,Team D,South,2023-03-24,2023-09-01
SR619,Name 619,Team A,West,2023-03-14,
SR620,Name 620,Team B,West,2023-03-26,2023-09-01
SR621,Name 621,Team A,East,2023-02-04,
SR622,Name 622,Team C,,2023-03-25,2023-09-01
SR623,Name 623,Team A,East,2023-01-27,2023-09-01
SR624,Name 624,Team C,East,2023-02-27,
SR625,Name 625,Team D,West,2023-02-26,
SR626,Name 626,Team D,East,2023-01-12,2023-09-01
SR627,Name 627,Team B,East,2023-02-09,
SR628,Name 628,Team B,North,2023-01-01,2023-09-01
SR629,Name 629,Team A,,2023-01-20,
SR630,Name 630,Team C,West,2023-02-22,2023-09-01
SR631,Name 631,Team A,,2023-03-24,2023-09-01
SR632,Name 632,Team C,West,2023-03-12,2023-09-01
SR633,Name 633,Team B,South,2023-02-08,
SR634,Name 634,Team B,West,2023-04-02,
SR635,Name 635,Team B,West,2023-03-19,2023-09-01
SR636,Name 636,Team B,,2023-03-20,2023-09-01
SR637,Name 637,Team A,,2023-03-07,2023-09-01
SR638,Name 638,Team C,East,2023-03-05,
SR639,Name 639,Team B,South,2023-01-06,
SR640,Name 640,Team A,North,2023-01-17,2023-09-01
SR641,Name 641,Team C,West,2023-01-21,2023-09-01
SR642,Name 642,Team B,South,2023-01-26,
SR643,Name 643,Team D,North,2023-03-04,
SR644,Name 644,Team B,North,2023-02-09,2023-09-01
SR645,Name 645,Team C,,2023-03-23,2023-09-01
SR646,Name 646,Team D,South,2023-01-28,2023-09-01
SR647,Name 647,Team D,South,2023-01-06,2023-09-01
SR648,Name 648,Team C,West,2023-01-23,2023-09-01
SR649,Name 649,Team C,South,2023-02-15,
SR650,Name 650,Team B,West,2023-03-29,2023-09-01
SR651,Name 651,Team B,East,2023-04-01,
SR652,Name 652,Team C,East,2023-02-09,
SR653,Name 653,Team D,North,2023-04-09,
SR654,Name 654,Team C,East,2023-03-22,2023-09-01
SR655,Name 655,Team A,East,2023-01-16,2023-09-01
SR656,Name 656,Team D,West,2023-01-08,
SR657,Name 657,Team A,East,2023-02-22,2023-09-01
SR658,Name 658,Team D,West,2023-03-13,
SR659,Name 659,Team B,West,2023-01-08,
SR660,Name 660,Team C,South,2023-02-10,
SR661,Name 661,Team C,North,2023-04-09,2023-09-01
SR662,Name 662,Team C,East,2023-03-15,2023-09-01
SR663,Name 663,Team C,East,2023-01-30,
SR664,Name 664,Team D,South,2023-02-12,
SR665,Name 665,Team A,West,2023-01-11,2023-09-01
SR666,Name 666,Team C,East,2023-04-03,2023-09-01
SR667,Name 667,Team C,West,2023-02-11,
SR668,Name 668,Team C,South,2023-03-05,2023-09-01
SR669,Name 669,Team D,,2023-02-21,2023-09-01
SR670,Name 670,Team C,North,2023-03-31,2023-09-01
SR671,Name 671,Team B,South,2023-01-03,2023-09-01
SR672,Name 672,Team C,North,2023-02-28,
SR673,Name 673,Team C,West,2023-02-24,2023-09-01
SR674,Name 674,Team B,West,2023-02-27,
SR675,Name 675,Team D,North,2023-03-07,2023-09-01
SR676,Name 676,Team A,West,2023-04-03,2023-09-01
SR677,Name 677,Team A,North,2023-03-28,
SR678,Name 678,Team D,West,2023-04-07,2023-09-01
SR679,Name 679,Team B,West,2023-04-04,
SR680,Name 680,Team C,South,2023-02-20,2023-09-01
SR681,Name 681,Team C,West,2023-01-27,2023-09-01
SR682,Name 682,Team A,West,2023-02-15,
SR683,Name 683,Team B,West,2023-03-08,
SR684,Name 684,Team D,South,2023-03-04,
SR685,Name 685,Team C,North,2023-03-18,2023-09-01
SR686,Name 686,Team D,North,2023-02-11,
SR687,Name 687,Team D,East,2023-03-10,
SR688,Name 688,Team C,West,2023-01-15,
SR689,Name 689,Team C,South,2023-01-04,
SR690,Name 690,Team A,South,2023-04-05,2023-09-01
SR691,Name 691,Team C,East,2023-03-21,2023-09-01
SR692,Name 692,Team C,South,2023-03-24,2023-09-01
SR693,Name 693,Team C,West,2023-01-02,
SR694,Name 694,Team C,East,2023-01-22,2023-09-01
SR695,Name 695,Team D,East,2023-02-16,
SR696,Name 696,Team B,North,2023-03-10,
SR697,Name 697,Team D,West,2023-03-28,2023-09-01
SR698,Name 698,Team B,South,2023-03-21,2023-09-01
SR699,Name 699,Team D,West,2023-01-21,2023-09-01
SR700,Name 700,Team A,,2023-02-26,
SR701,Name 701,Team D,East,2023-04-07,2023-09-01
SR702,Name 702,Team A,South,2023-01-18,2023-09-01
SR703,Name 703,Team B,North,2023-01-02,
SR704,Name 704,Team D,East,2023-02-27,
SR705,Name 705,Team A,West,2023-03-18,2023-09-01
SR706,Name 706,Team C,West,2023-01-04,
SR707,Name 707,Team C,East,2023-01-14,
SR708,Name 708,Team A,South,2023-04-03,2023-09-01
SR709,Name 709,Team A,West,2023-01-04,2023-09-01
SR710,Name 710,Team C,East,2023-01-31,
SR711,Name 711,Team A,,2023-03-04,
SR712,Name 712,Team C,West,2023-03-20,
SR713,Name 713,Team B,East,2023-01-26,2023-09-01
SR714,Name 714,Team B,North,2023-02-28,2023-09-01
SR715,Name 715,Team B,West,2023-01-17,
SR716,Name 716,Team C,East,2023-01-08,2023-09-01
SR717,Name 717,Team A,,2023-04-11,
SR718,Name 718,Team D,North,2023-02-17,2023-09-01
SR719,Name 719,Team A,South,2023-01-29,2023-09-01
SR720,Name 720,Team D,,2023-03-07,
SR721,Name 721,Team C,South,2023-04-10,2023-09-01
SR722,Name 722,Team B,South,2023-01-16,2023-09-01
SR723,Name 723,Team B,South,2023-03-28,2023-09-01
SR724,Name 724,Team D,,2023-01-22,
SR725,Name 725,Team C,West,2023-03-15,
SR726,Name 726,Team D,East,2023-02-17,
SR727,Name 727,Team A,North,2023-01-12,2023-09-01
SR728,Name 728,Team D,,2023-03-03,
SR729,Name 729,Team B,East,2023-01-06,2023-09-01
SR730,Name 730,Team C,East,2023-02-23,2023-09-01
SR731,Name 731,Team A,North,2023-02-24,2023-09-01
SR732,Name 732,Team A,North,2023-02-02,2023-09-01
SR733,Name 733,Team D,East,2023-01-19,2023-09-01
SR734,Name 734,Team A,North,2023-02-09,2023-09-01
SR735,Name 735,Team D,North,2023-03-05,2023-09-01
SR736,Name 736,Team B,West,2023-02-03,2023-09-01
SR737,Name 737,Team B,West,2023-01-17,2023-09-01
SR738,Name 738,Team C,East,2023-01-29,
SR739,Name 739,Team C,South,2023-03-25,
SR740,Name 740,Team C,West,2023-01-25,
SR741,Name 741,Team D,South,2023-01-12,2023-09-01
SR742,Name 742,Team D,,2023-04-07,2023-09-01
SR743,Name 743,Team A,East,2023-03-04,
SR744,Name 744,Team D,South,2023-03-31,2023-09-01
SR745,Name 745,Team C,,2023-03-07,
SR746,Name 746,Team A,South,2023-03-22,
SR747,Name 747,Team B,South,2023-03-30,2023-09-01
SR748,Name 748,Team A,North,2023-01-15,
SR749,Name 749,Team C,,2023-01-16,
SR750,Name 750,Team C,,2023-01-01,
SR751,Name 751,Team C,South,2023-02-14,
SR752,Name 752,Team D,West,2023-01-22,
SR753,Name 753,Team D,South,2023-04-09,
SR754,Name 754,Team D,,2023-01-08,2023-09-01
SR755,Name 755,Team D,West,2023-02-28,
SR756,Name 756,Team B,South,2023-01-05,
SR757,Name 757,Team B,East,2023-04-10,2023-09-01
SR758,Name 758,Team C,South,2023-02-13,2023-09-01
SR759,Name 759,Team A,,2023-04-03,
SR760,Name 760,Team C,East,2023-01-03,
SR761,Name 761,Team C,North,2023-02-17,
SR762,Name 762,Team B,North,2023-03-05,
SR763,Name 763,Team C,East,2023-01-01,2023-09-01
SR764,Name 764,Team D,East,2023-01-05,2023-09-01
SR765,Name 765,Team A,North,2023-01-07,2023-09-01
SR766,Name 766,Team C,East,2023-02-21,2023-09-01
SR767,Name 767,Team D,North,2023-03-31,2023-09-01
SR768,Name 768,Team D,,2023-02-03,
SR769,Name 769,Team C,North,2023-01-03,
SR770,Name 770,Team B,West,2023-03-25,2023-09-01
SR771,Name 771,Team B,East,2023-02-21,2023-09-01
SR772,Name 772,Team A,,2023-01-11,
SR773,Name 773,Team C,North,2023-01-17,2023-09-01
SR774,Name 774,Team B,West,2023-03-03,2023-09-01
SR775,Name 775,Team D,South,2023-01-10,
SR776,Name 776,Team A,West,2023-03-12,2023-09-01
SR777,Name 777,Team C,South,2023-01-23,2023-09-01
SR778,Name 778,Team A,East,2023-03-03,
SR779,Name 779,Team D,East,2023-03-10,2023-09-01
SR780,Name 780,Team B,East,2023-01-17,
SR781,Name 781,Team B,West,2023-02-02,
SR782,Name 782,Team A,East,2023-02-20,
SR783,Name 783,Team B,East,2023-03-06,2023-09-01
SR784,Name 784,Team D,East,2023-02-26,
SR785,Name 785,Team B,West,2023-03-28,
SR786,Name 786,Team C,West,2023-01-14,
SR787,Name 787,Team B,West,2023-04-09,
SR788,Name 788,Team C,North,2023-01-30,
SR789,Name 789,Team D,North,2023-01-11,
SR790,Name 790,Team B,North,2023-03-28,
SR791,Name 791,Team B,South,2023-03-13,2023-09-01
SR792,Name 792,Team B,,2023-01-01,2023-09-01
SR793,Name 793,Team C,West,2023-01-08,
SR794,Name 794,Team D,East,2023-03-06,2023-09-01
SR795,Name 795,Team A,East,2023-01-19,2023-09-01
SR796,Name 796,Team D,East,2023-01-28,
SR797,Name 797,Team D,South,2023-02-27,2023-09-01
SR798,Name 798,Team A,North,2023-03-22,2023-09-01
SR799,Name 799,Team B,West,2023-03-27,
SR800,Name 800,Team A,North,2023-01-14,2023-09-01
SR801,Name 801,Team D,West,2023-02-20,
SR802,Name 802,Team D,East,2023-04-05,
SR803,Name 803,Team C,North,2023-03-24,2023-09-01
SR804,Name 804,Team D,West,2023-02-12,
SR805,Name 805,Team D,South,2023-02-22,2023-09-01
SR806,Name 806,Team D,South,2023-01-19,2023-09-01
SR807,Name 807,Team B,East,2023-01-12,2023-09-01
SR808,Name 808,Team A,West,2023-01-06,
SR809,Name 809,Team C,North,2023-04-01,
SR810,Name 810,Team B,South,2023-03-04,2023-09-01
SR811,Name 811,Team D,West,2023-01-22,2023-09-01
SR812,Name 812,Team B,West,2023-02-04,
SR813,Name 813,Team A,North,2023-01-30,2023-09-01
SR814,Name 814,Team C,East,2023-03-26,2023-09-01
SR815,Name 815,Team A,East,2023-02-15,2023-09-01
SR816,Name 816,Team B,West,2023-01-19,2023-09-01
SR817,Name 817,Team A,West,2023-03-10,2023-09-01
SR818,Name 818,Team C,East,2023-02-05,2023-09-01
SR819,Name 819,Team C,,2023-03-02,
SR820,Name 820,Team B,South,2023-01-31,2023-09-01
SR821,Name 821,Team C,South,2023-03-08,
SR822,Name 822,Team D,South,2023-02-14,
SR823,Name 823,Team B,East,2023-03-22,2023-09-01
SR824,Name 824,Team C,South,2023-01-11,
SR825,Name 825,Team D,North,2023-04-05,
SR826,Name 826,Team C,West,2023-03-23,
SR827,Name 827,Team B,East,2023-01-14,
SR828,Name 828,Team D,South,2023-03-11,2023-09-01
SR829,Name 829,Team C,,2023-02-18,2023-09-01
SR830,Name 830,Team D,North,2023-03-26,
SR831,Name 831,Team A,,2023-01-31,
SR832,Name 832,Team D,South,2023-03-29,
SR833,Name 833,Team A,North,2023-03-20,2023-09-01
SR834,Name 834,Team C,East,2023-01-01,
SR835,Name 835,Team A,North,2023-04-06,
SR836,Name 836,Team A,South,2023-01-13,
SR837,Name 837,Team D,North,2023-03-20,2023-09-01
SR838,Name 838,Team B,,2023-02-15,
SR839,Name 839,Team A,West,2023-02-23,
SR840,Name 840,Team A,East,2023-03-16,2023-09-01
SR841,Name 841,Team B,West,2023-03-17,2023-09-01
SR842,Name 842,Team D,West,2023-01-13,
SR843,Name 843,Team A,North,2023-02-12,
SR844,Name 844,Team B,East,2023-03-26,
SR845,Name 845,Team B,,2023-02-26,
SR846,Name 846,Team C,North,2023-01-12,2023-09-01
SR847,Name 847,Team B,West,2023-01-13,2023-09-01
SR848,Name 848,Team A,West,2023-03-01,2023-09-01
SR849,Name 849,Team D,West,2023-01-13,2023-09-01
SR850,Name 850,Team C,North,2023-01-02,
SR851,Name 851,Team C,,2023-02-23,
SR852,Name 852,Team D,North,2023-03-17,2023-09-01
SR853,Name 853,Team C,East,2023-01-26,
SR854,Name 854,Team D,West,2023-02-02,
SR855,Name 855,Team D,North,2023-01-23,2023-09-01
SR856,Name 856,Team D,North,2023-03-07,
SR857,Name 857,Team B,West,2023-02-20,
SR858,Name 858,Team B,,2023-03-10,2023-09-01
SR859,Name 859,Team D,North,2023-04-05,2023-09-01
SR860,Name 860,Team C,South,2023-01-16,2023-09-01
SR861,Name 861,Team D,West,2023-02-19,2023-09-01
SR862,Name 862,Team C,,2023-01-10,2023-09-01
SR863,Name 863,Team B,,2023-03-02,
SR864,Name 864,Team A,East,2023-03-02,2023-09-01
SR865,Name 865,Team B,West,2023-03-17,2023-09-01
SR866,Name 866,Team B,West,2023-02-02,
SR867,Name 867,Team B,East,2023-03-04,
SR868,Name 868,Team B,,2023-01-31,
SR869,Name 869,Team D,South,2023-04-10,2023-09-01
SR870,Name 870,Team B,North,2023-03-22,2023-09-01
SR871,Name 871,Team C,,2023-02-27,2023-09-01
SR872,Name 872,Team D,,2023-02-07,2023-09-01
SR873,Name 873,Team D,North,2023-03-22,2023-09-01
SR874,Name 874,Team B,East,2023-03-15,2023-09-01
SR875,Name 875,Team C,West,2023-04-09,
SR876,Name 876,Team C,West,2023-01-31,2023-09-01
SR877,Name 877,Team A,East,2023-03-03,2023-09-01
SR878,Name 878,Team A,East,2023-04-09,
SR879,Name 879,Team A,South,2023-01-30,2023-09-01
SR880,Name 880,Team B,North,2023-03-13,2023-09-01
SR881,Name 881,Team B,South,2023-02-25,
SR882,Name 882,Team B,East,2023-03-04,
SR883,Name 883,Team D,East,2023-01-25,2023-09-01
SR884,Name 884,Team B,North,2023-02-19,
SR885,Name 885,Team A,South,2023-03-23,2023-09-01
SR886,Name 886,Team C,West,2023-03-14,2023-09-01
SR887,Name 887,Team A,South,2023-03-26,
SR888,Name 888,Team B,South,2023-01-15,
SR889,Name 889,Team D,East,2023-03-10,2023-09-01
SR890,Name 890,Team B,,2023-02-08,
SR891,Name 891,Team B,West,2023-03-28,
SR892,Name 892,Team A,East,2023-03-03,
SR893,Name 893,Team B,,2023-02-17,2023-09-01
SR894,Name 894,Team C,,2023-02-05,2023-09-01
SR895,Name 895,Team B,East,2023-02-22,
SR896,Name 896,Team B,East,2023-04-03,2023-09-01
SR897,Name 897,Team C,North,2023-01-24,
SR898,Name 898,Team C,North,2023-04-09,2023-09-01
SR899,Name 899,Team D,North,2023-04-09,2023-09-01
SR900,Name 900,Team B,West,2023-02-13,2023-09-01
SR901,Name 901,Team C,,2023-02-21,2023-09-01
SR902,Name 902,Team D,North,2023-01-27,2023-09-01
SR903,Name 903,Team A,South,2023-01-20,2023-09-01
SR904,Name 904,Team D,,2023-04-03,
SR905,Name 905,Team B,,2023-02-20,
SR906,Name 906,Team A,West,2023-03-10,
SR907,Name 907,Team B,East,2023-02-07,2023-09-01
SR908,Name 908,Team D,West,2023-03-08,
SR909,Name 909,Team B,East,2023-02-12,
SR910,Name 910,Team B,East,2023-03-13,2023-09-01
SR911,Name 911,Team C,,2023-02-27,
SR912,Name 912,Team B,East,2023-02-26,2023-09-01
SR913,Name 913,Team B,South,2023-01-01,2023-09-01
SR914,Name 914,Team B,East,2023-04-05,2023-09-01
SR915,Name 915,Team D,West,2023-04-04,
SR916,Name 916,Team B,East,2023-02-28,
SR917,Name 917,Team A,South,2023-01-23,
SR918,Name 918,Team B,,2023-01-02,
SR919,Name 919,Team B,North,2023-02-10,2023-09-01
SR920,Name 920,Team A,West,2023-04-10,2023-09-01
SR921,Name 921,Team B,South,2023-03-24,2023-09-01
SR922,Name 922,Team D,South,2023-01-10,
SR923,Name 923,Team A,South,2023-01-25,2023-09-01
SR924,Name 924,Team A,North,2023-01-11,
SR925,Name 925,Team B,,2023-04-10,2023-09-01
SR926,Name 926,Team B,East,2023-03-30,
SR927,Name 927,Team C,North,2023-01-17,
SR928,Name 928,Team B,East,2023-01-16,2023-09-01
SR929,Name 929,Team A,,2023-02-26,2023-09-01
SR930,Name 930,Team C,West,2023-03-22,2023-09-01
SR931,Name 931,Team B,West,2023-01-03,2023-09-01
SR932,Name 932,Team D,North,2023-02-08,
SR933,Name 933,Team A,,2023-01-15,
SR934,Name 934,Team D,West,2023-02-08,2023-09-01
SR935,Name 935,Team A,East,2023-03-27,
SR936,Name 936,Team D,East,2023-01-14,2023-09-01
SR937,Name 937,Team A,West,2023-01-28,2023-09-01
SR938,Name 938,Team D,West,2023-03-21,2023-09-01
SR939,Name 939,Team A,East,2023-03-19,2023-09-01
SR940,Name 940,Team A,North,2023-04-11,
SR941,Name 941,Team A,North,2023-03-21,
SR942,Name 942,Team D,North,2023-01-04,2023-09-01
SR943,Name 943,Team A,East,2023-01-18,2023-09-01
SR944,Name 944,Team C,,2023-03-20,2023-09-01
SR945,Name 945,Team A,South,2023-03-23,
SR946,Name 946,Team C,South,2023-01-16,
SR947,Name 947,Team D,West,2023-02-28,2023-09-01
SR948,Name 948,Team C,North,2023-03-30,
SR949,Name 949,Team D,,2023-01-09,
SR950,Name 950,Team C,,2023-01-07,
SR951,Name 951,Team C,East,2023-01-25,2023-09-01
SR952,Name 952,Team D,West,2023-02-11,2023-09-01
SR953,Name 953,Team B,West,2023-02-06,
SR954,Name 954,Team A,South,2023-03-20,
SR955,Name 955,Team D,South,2023-02-28,2023-09-01
SR956,Name 956,Team B,South,2023-01-04,
SR957,Name 957,Team A,East,2023-03-31,
SR958,Name 958,Team C,South,2023-03-30,
SR959,Name 959,Team B,South,2023-03-31,
SR960,Name 960,Team D,South,2023-02-07,
SR961,Name 961,Team A,South,2023-02-20,2023-09-01
SR962,Name 962,Team B,West,2023-01-29,
SR963,Name 963,Team B,South,2023-01-07,2023-09-01
SR964,Name 964,Team C,South,2023-02-07,2023-09-01
SR965,Name 965,Team B,East,2023-01-06,
SR966,Name 966,Team C,West,2023-02-24,2023-09-01
SR967,Name 967,Team B,South,2023-03-04,2023-09-01
SR968,Name 968,Team D,South,2023-02-05,2023-09-01
SR969,Name 969,Team B,,2023-01-16,
SR970,Name 970,Team B,North,2023-03-09,
SR971,Name 971,Team C,South,2023-03-26,
SR972,Name 972,Team D,North,2023-01-07,
SR973,Name 973,Team D,East,2023-03-27,2023-09-01
SR974,Name 974,Team B,South,2023-02-13,2023-09-01
SR975,Name 975,Team B,West,2023-03-03,2023-09-01
SR976,Name 976,Team A,South,2023-01-25,
SR977,Name 977,Team C,West,2023-04-04,
SR978,Name 978,Team B,South,2023-02-03,
SR979,Name 979,Team D,North,2023-03-01,2023-09-01
SR980,Name 980,Team B,South,2023-02-13,2023-09-01
SR981,Name 981,Team C,,2023-02-17,
SR982,Name 982,Team D,North,2023-03-18,2023-09-01
SR983,Name 983,Team C,East,2023-02-10,2023-09-01
SR984,Name 984,Team A,East,2023-04-01,2023-09-01
SR985,Name 985,Team B,North,2023-02-16,2023-09-01
SR986,Name 986,Team C,North,2023-02-01,
SR987,Name 987,Team B,West,2023-01-06,2023-09-01
SR988,Name 988,Team B,West,2023-03-10,2023-09-01
SR989,Name 989,Team C,East,2023-03-17,
SR990,Name 990,Team D,,2023-03-28,2023-09-01
SR991,Name 991,Team B,,2023-03-27,
SR992,Name 992,Team C,East,2023-02-10,2023-09-01
SR993,Name 993,Team B,,2023-02-27,
SR994,Name 994,Team B,North,2023-04-09,
SR995,Name 995,Team A,West,2023-01-31,
SR996,Name 996,Team A,,2023-02-19,
SR997,Name 997,Team D,West,2023-03-15,
SR998,Name 998,Team B,South,2023-03-20,
SR999,Name 999,Team D,North,2023-02-18,2023-09-01
SR1000,Name 1000,Team C,East,2023-01-09,
SR1001,Name 1001,Team A,South,2023-03-21,
SR1002,Name 1002,Team D,North,2023-03-01,2023-09-01
SR1003,Name 1003,Team D,North,2023-03-21,2023-09-01
SR1004,Name 1004,Team B,North,2023-01-18,
SR1005,Name 1005,Team B,East,2023-01-28,2023-09-01
SR1006,Name 1006,Team A,,2023-01-15,2023-09-01
SR1007,Name 1007,Team D,,2023-02-05,2023-09-01
SR1008,Name 1008,Team C,South,2023-01-16,
SR1009,Name 1009,Team C,West,2023-02-05,2023-09-01
SR1010,Name 1010,Team D,East,2023-01-24,2023-09-01
SR1011,Name 1011,Team C,West,2023-02-16,2023-09-01
SR1012,Name 1012,Team D,North,2023-01-31,2023-09-01
SR1013,Name 1013,Team D,South,2023-02-08,
SR1014,Name 1014,Team B,East,2023-03-20,
SR1015,Name 1015,Team D,West,2023-03-12,2023-09-01
SR1016,Name 1016,Team C,North,2023-03-17,2023-09-01
SR1017,Name 1017,Team C,North,2023-03-08,
SR1018,Name 1018,Team B,South,2023-02-23,2023-09-01
SR1019,Name 1019,Team D,,2023-01-04,
SR1020,Name 1020,Team B,East,2023-02-04,
SR1021,Name 1021,Team D,West,2023-02-13,2023-09-01
SR1022,Name 1022,Team C,North,2023-01-13,
SR1023,Name 1023,Team C,South,2023-02-02,
SR1024,Name 1024,Team B,West,2023-01-29,
SR1025,Name 1025,Team B,,2023-01-04,2023-09-01
SR1026,Name 1026,Team B,,2023-03-16,
SR1027,Name 1027,Team C,South,2023-02-13,
SR1028,Name 1028,Team A,West,2023-01-01,
SR1029,Name 1029,Team B,,2023-03-04,
SR1030,Name 1030,Team B,North,2023-03-11,2023-09-01
SR1031,Name 1031,Team D,,2023-02-18,
SR1032,Name 1032,Team C,South,2023-01-20,2023-09-01
SR1033,Name 1033,Team C,West,2023-01-20,2023-09-01
SR1034,Name 1034,Team A,,2023-04-09,
SR1035,Name 1035,Team A,,2023-02-14,2023-09-01
SR1036,Name 1036,Team A,,2023-01-14,
SR1037,Name 1037,Team C,,2023-01-14,2023-09-01
SR1038,Name 1038,Team B,West,2023-02-03,
SR1039,Name 1039,Team C,,2023-03-03,2023-09-01
SR1040,Name 1040,Team A,South,2023-03-22,2023-09-01
SR1041,Name 1041,Team A,,2023-04-01,2023-09-01
SR1042,Name 1042,Team C,North,2023-01-23,
SR1043,Name 1043,Team B,,2023-02-25,2023-09-01
SR1044,Name 1044,Team C,East,2023-01-08,2023-09-01
SR1045,Name 1045,Team C,,2023-02-15,
SR1046,Name 1046,Team B,West,2023-03-14,2023-09-01
SR1047,Name 1047,Team A,West,2023-01-12,2023-09-01
SR1048,Name 1048,Team D,North,2023-02-05,
SR1049,Name 1049,Team A,West,2023-02-22,2023-09-01
SR1050,Name 1050,Team D,South,2023-02-24,
SR1051,Name 1051,Team D,,2023-01-06,2023-09-01
SR1052,Name 1052,Team A,,2023-04-02,2023-09-01
SR1053,Name 1053,Team C,South,2023-04-03,
SR1054,Name 1054,Team C,,2023-04-02,2023-09-01
SR1055,Name 1055,Team C,West,2023-03-05,2023-09-01
SR1056,Name 1056,Team A,South,2023-01-31,2023-09-01
SR1057,Name 1057,Team D,,2023-02-09,
SR1058,Name 1058,Team D,West,2023-01-14,2023-09-01
SR1059,Name 1059,Team D,South,2023-03-19,2023-09-01
SR1060,Name 1060,Team A,West,2023-02-07,2023-09-01
SR1061,Name 1061,Team B,North,2023-01-08,2023-09-01
SR1062,Name 1062,Team C,,2023-03-11,2023-09-01
SR1063,Name 1063,Team D,West,2023-04-10,
SR1064,Name 1064,Team C,,2023-02-25,
SR1065,Name 1065,Team C,,2023-01-16,
SR1066,Name 1066,Team A,West,2023-01-17,2023-09-01
SR1067,Name 1067,Team A,North,2023-03-17,2023-09-01
SR1068,Name 1068,Team C,East,2023-03-17,
SR1069,Name 1069,Team B,,2023-03-18,2023-09-01
SR1070,Name 1070,Team A,South,2023-03-02,
SR1071,Name 1071,Team A,East,2023-03-10,
SR1072,Name 1072,Team B,North,2023-03-30,
SR1073,Name 1073,Team A,East,2023-01-24,2023-09-01
SR1074,Name 1074,Team B,South,2023-01-26,
